cluster,app,keyword,popularity,competitiveness,num_apps,rank,importance
jeux-2d,MergeDragons,d and b rewards,5,,231,61,0.63
jeux-2d,MergeDragons,discover mobil,5,,221,218,0.49
jeux-2d,MergeDragons,dragon storm knight,5,,159,13,0.93
jeux-2d,MergeDragons,hd dragon,5,,214,27,0.76
jeux-2d,MergeDragons,interactive ipa,5,,226,104,0.56
jeux-2d,MergeDragons,m s now,5,,241,126,0.54
jeux-2d,MergeDragons,obsidian games,5,,172,24,0.78
jeux-2d,MergeDragons,pro one,5,,212,146,0.53
jeux-2d,MergeDragons,line craft,5,,226,150,0.52
jeux-2d,MergeDragons,merge into,5,40,250,16,0.87
jeux-2d,MergeDragons,pro unlock,5,,221,70,0.61
jeux-2d,MergeDragons,game where match download,5,,212,87,0.58
jeux-2d,MergeDragons,families app online game,5,,238,206,0.50
jeux-2d,MergeDragons,families app online free,5,,235,145,0.53
jeux-2d,MergeDragons,progress rewards,5,,187,39,0.69
jeux-2d,MergeDragons,my vs calculator focused plate game,5,,206,55,0.64
jeux-2d,MergeDragons,sleeve loadings review,5,,200,8,1.10
jeux-2d,MergeDragons,top hyrox game free,5,,223,37,0.70
jeux-2d,MergeDragons,legacy share best,5,,190,25,0.77
jeux-2d,MergeDragons,iphone families,5,,220,217,0.49
jeux-2d,MergeDragons,dragonfire train,5,,170,24,0.78
jeux-2d,MergeDragons,game achivement,5,45,237,55,0.64
jeux-2d,MergeDragons,wizard loops stream,5,,192,19,0.83
jeux-2d,MergeDragons,wizard loops review,5,,197,32,0.73
jeux-2d,MergeDragons,review wizard loops,5,,198,30,0.74
jeux-2d,MergeDragons,reviews wizard loops,5,,198,29,0.74
jeux-2d,MergeDragons,weight unicorn barros,5,,206,45,0.67
jeux-2d,MergeDragons,kindred share nameless,5,,212,23,0.79
jeux-2d,MergeDragons,divinity list sharing,5,,223,59,0.63
jeux-2d,MergeDragons,closing line,5,,244,102,0.56
jeux-2d,MergeDragons,merge the,5,77,247,12,0.96
jeux-2d,MergeDragons,merge and clear,5,45,248,120,0.55
